case,time_s,x_mm,rear_y_mm,front_y_mm,yaw_deg,raw_offset_mm,filtered_track_err_mm,rear_est_mm,w_cmd_deg_s,left_cmd_mm_s,right_cmd_mm_s,left_act_mm_s,right_act_mm_s,sensor_bitmap,sensor_valid,motor_saturated
contract_degraded_offset,7.74,1439.2068692076937,-33.72560527207562,-35.048133047592,-0.47360076702089454,32.45,-32.449999999999996,-31.12747222448361,7.077975825534333,208.3385438209193,191.6614561790807,191.67503456333216,191.6575711268127,96.0,1.0,0.0
contract_degraded_offset,7.75,1441.123466808957,-33.74144691579348,-35.0637700722305,-0.4735274907076468,32.45,-32.449999999999996,-31.127676843562977,7.07788485198636,208.33843664523306,191.66156335476694,191.67486339608212,191.65775717817147,96.0,1.0,0.0
contract_degraded_offset,7.76,1443.0400645038721,-33.75728613160736,-35.07940885489715,-0.47345571342288495,32.45,-32.449999999999996,-31.1278772767102,7.077795739503234,208.3383316620622,191.6616683379378,191.67469570065015,191.6579394558149,96.0,1.0,0.0
contract_degraded_offset,7.7700000000000005,1444.9566622905334,-33.77312296918916,-35.09504936034721,-0.4733854047569849,32.45,-32.449999999999996,-31.12807360884194,7.077708450330961,208.3382288269288,191.6617711730712,191.67453140754145,191.65811803528095,96.0,1.0,0.0
contract_degraded_offset,7.78,1446.8732601670727,-33.788957477203034,-35.110691554028335,-0.4733165349091715,32.45,-32.449999999999996,-31.1282659231747,7.077622947471449,208.33812809624555,191.66187190375445,191.67437044862282,191.65829299062725,96.0,1.0,0.0
contract_degraded_offset,7.79,1448.7898581316601,-33.80478970332555,-35.12633540206741,-0.4732490746755837,32.45,-32.449999999999996,-31.12845430125813,7.077539194667677,208.33802942729818,191.66197057270182,191.67421275709725,191.6584643944594,96.0,1.0,0.0
contract_degraded_offset,7.8,1450.7064561825018,-33.82061969426544,-35.141980871257665,-0.4731829954375646,32.45,-32.449999999999996,-31.12863882300777,7.077457156389171,208.33793277822826,191.66206722177174,191.67405826747836,191.6586323179582,96.0,1.0,0.0
contract_degraded_offset,7.8100000000000005,1452.6230543178406,-33.83644749578305,-35.157627929045965,-0.47311826915017385,32.45,-32.449999999999996,-31.128819566737082,7.07737679781773,208.33783810801663,191.66216189198337,191.67390691556574,191.65879683090665,96.0,1.0,0.0
contract_degraded_offset,7.82,1454.539652535955,-33.85227315270932,-35.17327654352037,-0.4730548683309174,32.45,-32.449999999999996,-31.128996609188942,7.077298084833441,208.3377453764667,191.6622546235333,191.67375863842057,191.65895800171657,96.0,1.0,0.0
contract_degraded_offset,7.83,1456.4562508351576,-33.86809670896446,-35.18892668339794,-0.47299276604869206,32.45,-32.449999999999996,-31.12917002556652,7.07722098400095,208.33765454418835,191.66234545581165,191.6736133743415,191.65911589745474,96.0,1.0,0.0
contract_degraded_offset,7.84,1458.3728492137955,-33.88391820757617,-35.20457831801263,-0.4729319359129399,39.7,-33.9,-32.57933988956354,7.367145462556001,208.67921377366,191.32078622634,191.67347106284112,191.65927058386822,64.0,1.0,0.0
contract_degraded_offset,7.8500000000000005,1460.2894476702495,-33.89973769069763,-35.2202314173036,-0.472872352063008,39.7,-35.06,-33.73950627339403,7.59907148839222,208.95244518576374,191.04755481423626,191.67333164462306,191.65942212540958,64.0,1.0,0.0
contract_degraded_offset,7.86,1462.2060462029324,-33.91555519962499,-35.23588595180358,-0.4728139891577124,39.7,-35.988,-34.66766924782141,7.784599030048164,209.17101467147808,190.82898532852192,191.67319506155917,191.65957058526163,64.0,1.0,0.0
contract_degraded_offset,7.87,1464.1226448102889,-33.93137077481464,-35.25154189262751,-0.4727568223650999,39.7,-36.7304,-35.410228882187134,7.933008056694607,209.34585493691765,190.65414506308235,191.67306125666707,191.65971602536175,64.0,1.0,0.0
contract_degraded_offset,7.88,1466.039243490796,-33.94718445590006,-35.26719921146136,-0.4727008273524069,39.7,-37.32432,-36.0043052444387,8.051722538122073,209.48571214044037,190.51428785955963,191.67293017408846,191.65985850642548,64.0,1.0,0.0
